docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title
mdp.39015048753712_0,mdp.39015048753712,41294,random,"Bocock, Maclin,",1920-,"Cambridge, Mass.|Zoland Books|1999.",1999,1999,,Fiction|Women|Foreign countries|Social life and customs | Fiction|Southern States,Fiction,A citizen of the world : | short fiction / | $c: Maclin Bocock.
mdp.39015048753712_1,mdp.39015048753712,43640,random,"Bocock, Maclin,",1920-,"Cambridge, Mass.|Zoland Books|1999.",1999,1999,,Fiction|Women|Foreign countries|Social life and customs | Fiction|Southern States,Fiction,A citizen of the world : | short fiction / | $c: Maclin Bocock.
uc1.32106014218637_0,uc1.32106014218637,49580,random,"Yehoshua, Abraham B",,New York|Doubleday|1999,1999,1999,,Fiction|Conduct of life|Middle Ages|Jewish merchants,Fiction|Historical fiction,A journey to the end of the millennium / | $c: A.B. Yehoshua ; translated from the Hebrew by Nicholas De Lange
uc1.32106014218637_1,uc1.32106014218637,47137,random,"Yehoshua, Abraham B",,New York|Doubleday|1999,1999,1999,,Fiction|Conduct of life|Middle Ages|Jewish merchants,Fiction|Historical fiction,A journey to the end of the millennium / | $c: A.B. Yehoshua ; translated from the Hebrew by Nicholas De Lange
uc1.32106014218637_2,uc1.32106014218637,49237,random,"Yehoshua, Abraham B",,New York|Doubleday|1999,1999,1999,,Fiction|Conduct of life|Middle Ages|Jewish merchants,Fiction|Historical fiction,A journey to the end of the millennium / | $c: A.B. Yehoshua ; translated from the Hebrew by Nicholas De Lange
mdp.39015058017735_0,mdp.39015058017735,64327,random,"Grisham, John.",,New York|Doubleday|c2000.,2000,2000,,Fiction|Prisoners|Judges|Swindlers and swindling,Fiction|Legal stories,The brethren / | $c: John Grisham.
mdp.39015058017735_1,mdp.39015058017735,63830,random,"Grisham, John.",,New York|Doubleday|c2000.,2000,2000,,Fiction|Prisoners|Judges|Swindlers and swindling,Fiction|Legal stories,The brethren / | $c: John Grisham.
mdp.39015047866184_0,mdp.39015047866184,54841,random,"Kafka, Kimberly.",,New York|Dutton|2000.,2000,2000,,Alaska|Fiction|Young women,Fiction|Adventure stories,True north / | $c: Kimberly Kafka.
mdp.39015047866184_1,mdp.39015047866184,54755,random,"Kafka, Kimberly.",,New York|Dutton|2000.,2000,2000,,Alaska|Fiction|Young women,Fiction|Adventure stories,True north / | $c: Kimberly Kafka.
mdp.39015049549697_0,mdp.39015049549697,61059,random,"Livesey, Margot.",,London|Secker & Warburg|2000.,2000,2000,,Amnesia|Fiction|Patients,Fiction,The missing world / | $c: Margot Livesey.
mdp.39015049549697_1,mdp.39015049549697,59699,random,"Livesey, Margot.",,London|Secker & Warburg|2000.,2000,2000,,Amnesia|Fiction|Patients,Fiction,The missing world / | $c: Margot Livesey.
mdp.39015052006742,mdp.39015052006742,48838,random,"Visvanathan, Susan.",,New Delhi|IndiaInk|2000.,2000,2000,,,Fiction,Something barely remembered / | $c: Susan Visvanathan.
mdp.39015050307191_0,mdp.39015050307191,38317,random,"Wesley, Valerie Wilson.",,New York|Putnam|c2000.,2000,2000,,"Fiction|African American women|Newark|Women private investigators|New Jersey|Hayle, Tamara (Fictitious character)",Fiction,The devil riding / | $c: Valerie Wilson Wesley.
mdp.39015050307191_1,mdp.39015050307191,38342,random,"Wesley, Valerie Wilson.",,New York|Putnam|c2000.,2000,2000,,"Fiction|African American women|Newark|Women private investigators|New Jersey|Hayle, Tamara (Fictitious character)",Fiction,The devil riding / | $c: Valerie Wilson Wesley.
mdp.39015049572210_0,mdp.39015049572210,50118,random,"Gamalinda, Eric,",1956-,Quezon City|Philippine Centennial Commission|University of the Philippines Press|c2000.,2000,2000,,,NotFiction,My sad republic / | $c: Eric Gamalinda.
mdp.39015049572210_1,mdp.39015049572210,51969,random,"Gamalinda, Eric,",1956-,Quezon City|Philippine Centennial Commission|University of the Philippines Press|c2000.,2000,2000,,,NotFiction,My sad republic / | $c: Eric Gamalinda.
mdp.39015049572210_2,mdp.39015049572210,50993,random,"Gamalinda, Eric,",1956-,Quezon City|Philippine Centennial Commission|University of the Philippines Press|c2000.,2000,2000,,,NotFiction,My sad republic / | $c: Eric Gamalinda.
mdp.39015053541549_0,mdp.39015053541549,52001,random,"Brown, Rita Mae.",,New York|Ballantine Books|c2001.,2001,2001,,Fiction|Lesbians|Coming out (Sexual orientation),Fiction,Alma mater / | $c: Rita Mae Brown.
mdp.39015053541549_1,mdp.39015053541549,50575,random,"Brown, Rita Mae.",,New York|Ballantine Books|c2001.,2001,2001,,Fiction|Lesbians|Coming out (Sexual orientation),Fiction,Alma mater / | $c: Rita Mae Brown.
mdp.39015053478874_0,mdp.39015053478874,66059,random,,,Chicago|Chicago Review Press|c2001.,2001,2001,,"Sports stories, English|Sports stories, American",Fiction|Bibliographies,Sports best short stories / | $c: edited by Paul D. Staudohar.
mdp.39015053478874_1,mdp.39015053478874,60331,random,,,Chicago|Chicago Review Press|c2001.,2001,2001,,"Sports stories, English|Sports stories, American",Fiction|Bibliographies,Sports best short stories / | $c: edited by Paul D. Staudohar.
mdp.39015053478874_2,mdp.39015053478874,64282,random,,,Chicago|Chicago Review Press|c2001.,2001,2001,,"Sports stories, English|Sports stories, American",Fiction|Bibliographies,Sports best short stories / | $c: edited by Paul D. Staudohar.
mdp.39015053104215_0,mdp.39015053104215,78415,random,"Gold, Glen David,",1964-,New York|Hyperion|c2001.,2001,2001,,"Fiction|Harding, Warren G|Magicians|Carter, Charles J|(Warren Gamaliel)|Presidents|1865-1923",Fiction,Carter beats the Devil : | a novel / | $c: Glen David Gold.
mdp.39015053104215_1,mdp.39015053104215,82023,random,"Gold, Glen David,",1964-,New York|Hyperion|c2001.,2001,2001,,"Fiction|Harding, Warren G|Magicians|Carter, Charles J|(Warren Gamaliel)|Presidents|1865-1923",Fiction,Carter beats the Devil : | a novel / | $c: Glen David Gold.
mdp.39015053104215_2,mdp.39015053104215,79873,random,"Gold, Glen David,",1964-,New York|Hyperion|c2001.,2001,2001,,"Fiction|Harding, Warren G|Magicians|Carter, Charles J|(Warren Gamaliel)|Presidents|1865-1923",Fiction,Carter beats the Devil : | a novel / | $c: Glen David Gold.
mdp.39015051625658_0,mdp.39015051625658,38543,random,"Viswanatha Sastri, Rachakonda,",1922-,New Delhi|Sahitya Akademi|2001.,2001,2001,,,Fiction,"Beware, the cows are coming! = | Govulostunnayi jagratta / | $c: by Rachakonda Viswanatha Sastry; translated from Telugu by Alladi Uma, M. Sridhar."
mdp.39015051625658_1,mdp.39015051625658,38835,random,"Viswanatha Sastri, Rachakonda,",1922-,New Delhi|Sahitya Akademi|2001.,2001,2001,,,Fiction,"Beware, the cows are coming! = | Govulostunnayi jagratta / | $c: by Rachakonda Viswanatha Sastry; translated from Telugu by Alladi Uma, M. Sridhar."
mdp.39015053381003_0,mdp.39015053381003,45045,random,"Jenkins, Dan.",,New York|Doubleday|c2001.,2001,2001,,,Fiction,The money-whipped steer-job three-jack give-up artist : | a novel / | $c: Dan Jenkins.
mdp.39015053381003_1,mdp.39015053381003,44247,random,"Jenkins, Dan.",,New York|Doubleday|c2001.,2001,2001,,,Fiction,The money-whipped steer-job three-jack give-up artist : | a novel / | $c: Dan Jenkins.
mdp.39015054155109_0,mdp.39015054155109,35034,random,"Constant, Paule.",,"Lincoln, Neb.|University of Nebraska Press|c2001.",2001,2001,,,Fiction,Trading secrets / | $c: by Paule Constant ; translated by Betsy Wing ; with an introduction by Margot Miller.
mdp.39015054155109_1,mdp.39015054155109,36666,random,"Constant, Paule.",,"Lincoln, Neb.|University of Nebraska Press|c2001.",2001,2001,,,Fiction,Trading secrets / | $c: by Paule Constant ; translated by Betsy Wing ; with an introduction by Margot Miller.
inu.30000078270091,inu.30000078270091,20059,random,"Okobah, Chinye.",,Ughelli|New Era Publications|c2001.,2001,2001,,,Fiction,Brook amiable / | $c: Chinye Okobah.
mdp.39015053381961_0,mdp.39015053381961,64904,random,"Cussler, Clive.",,New York|G. P. Putnam's|c2001.,2001,2001,,"Fiction|Pitt, Dirk (Fictitious character)",Fiction,Valhalla rising / | $c: Clive Cussler.
mdp.39015053381961_1,mdp.39015053381961,65939,random,"Cussler, Clive.",,New York|G. P. Putnam's|c2001.,2001,2001,,"Fiction|Pitt, Dirk (Fictitious character)",Fiction,Valhalla rising / | $c: Clive Cussler.
mdp.39015053381961_2,mdp.39015053381961,61255,random,"Cussler, Clive.",,New York|G. P. Putnam's|c2001.,2001,2001,,"Fiction|Pitt, Dirk (Fictitious character)",Fiction,Valhalla rising / | $c: Clive Cussler.
mdp.39015055799590_0,mdp.39015055799590,70706,random,"Graham, Laurie,",1947-,London|Fourth Estate|2002.,2002,2002,,Fiction|Young women,Fiction,The unfortunates / | $c: Laurie Graham.
mdp.39015055799590_1,mdp.39015055799590,66219,random,"Graham, Laurie,",1947-,London|Fourth Estate|2002.,2002,2002,,Fiction|Young women,Fiction,The unfortunates / | $c: Laurie Graham.
mdp.39015054119956_0,mdp.39015054119956,64624,random,"Passaro, Vince.",,New York|Simon & Schuster|c2002.,2002,2002,,,Fiction,"Violence, nudity, adult content : | a novel / | $c: Vince Passaro."
mdp.39015054119956_1,mdp.39015054119956,66740,random,"Passaro, Vince.",,New York|Simon & Schuster|c2002.,2002,2002,,,Fiction,"Violence, nudity, adult content : | a novel / | $c: Vince Passaro."
mdp.39015055894771_0,mdp.39015055894771,34769,random,"Makuck, Peter,",1940-,Columbia|University of Missouri Press|c2002.,2002,2002,,Social life and customs|Fiction|20th century,Fiction,Costly habits : | stories / | $c: by Peter Makuck.
mdp.39015055894771_1,mdp.39015055894771,35802,random,"Makuck, Peter,",1940-,Columbia|University of Missouri Press|c2002.,2002,2002,,Social life and customs|Fiction|20th century,Fiction,Costly habits : | stories / | $c: by Peter Makuck.
uc1.32106017248482,uc1.32106017248482,35905,random,,,Great Britain|Further a Field|2003,2003,2003,,Social problems in art|England|Liverpool|High-rise apartment buildings,NotFiction,Further up in the air / | $c: Will Self ... [et al.]
mdp.39015058224133_0,mdp.39015058224133,46754,random,"Tielu, Apelu.",,"Canberra, Australia|Pandanus Books, Research School of Pacific and Asian Studies, The Australian National University|Sydney|Distributed by UNIREPS, University of New South Wales|c2003.",2003,2003,,,Novel,Forever in paradise / | $c: Apelu Tielu.
mdp.39015058224133_1,mdp.39015058224133,46444,random,"Tielu, Apelu.",,"Canberra, Australia|Pandanus Books, Research School of Pacific and Asian Studies, The Australian National University|Sydney|Distributed by UNIREPS, University of New South Wales|c2003.",2003,2003,,,Novel,Forever in paradise / | $c: Apelu Tielu.
mdp.39015058224133_2,mdp.39015058224133,45754,random,"Tielu, Apelu.",,"Canberra, Australia|Pandanus Books, Research School of Pacific and Asian Studies, The Australian National University|Sydney|Distributed by UNIREPS, University of New South Wales|c2003.",2003,2003,,,Novel,Forever in paradise / | $c: Apelu Tielu.
mdp.39015056477634,mdp.39015056477634,53085,random,"Yañez, Richard,",1967-,Reno|University of Nevada Press|c2003.,2003,2003,,Fiction|Mexican Americans,Fiction,El Paso del Norte : | stories on the border / | $c: Richard Yañez.
inu.30000116089248,inu.30000116089248,19646,random,"Begho, Philip.",,Lagos|Monarch Books|2004.,2004,2004,,,Fiction,Jelly baby / | $c: Philip Begho.
mdp.39015059553407_0,mdp.39015059553407,59097,random,"Perdue, Tito.",,"Fort Worth, Tex.|Baskerville Publishers|c2004.",2004,2004,,Fiction|College students,NotFiction|Bildungsromans|Historical fiction|Love stories|College stories,The sweet-scented manuscript / | $c: by Tito Perdue.
mdp.39015059553407_1,mdp.39015059553407,59020,random,"Perdue, Tito.",,"Fort Worth, Tex.|Baskerville Publishers|c2004.",2004,2004,,Fiction|College students,NotFiction|Bildungsromans|Historical fiction|Love stories|College stories,The sweet-scented manuscript / | $c: by Tito Perdue.
inu.30000111163899,inu.30000111163899,22917,random,"Ogbaa, Michael Kalu.",,Nigeria|s.n.|c2004|([Nigeria|Thompson Commercial Printers),2004,2004,,,Fiction,Tall dreams / | $c: by Kalu Michael Ogbaa.
mdp.39015074066054_0,mdp.39015074066054,39696,random,"McCarthy, Cormac,",1933-,New York|Alfred A. Knopf|2005.,2005,2005,,Fiction|Drug traffic|Treasure troves|Sheriffs,Novel|Suspense fiction|Psychological fiction,No country for old men / | $c: Cormac McCarthy.
mdp.39015074066054_1,mdp.39015074066054,40551,random,"McCarthy, Cormac,",1933-,New York|Alfred A. Knopf|2005.,2005,2005,,Fiction|Drug traffic|Treasure troves|Sheriffs,Novel|Suspense fiction|Psychological fiction,No country for old men / | $c: Cormac McCarthy.
mdp.39015062895654_0,mdp.39015062895654,30126,random,"Pantoja-Hidalgo, Cristina,",1944-,"Diliman, Quezon City|University of the Philippines Press|c2005.",2005,2005,,"Short stories, Philippine (English)",Short stories,Sky blue after the rain : | selected stories and tales / | $c: Cristina Pantoja Hidalgo.
mdp.39015062895654_1,mdp.39015062895654,29754,random,"Pantoja-Hidalgo, Cristina,",1944-,"Diliman, Quezon City|University of the Philippines Press|c2005.",2005,2005,,"Short stories, Philippine (English)",Short stories,Sky blue after the rain : | selected stories and tales / | $c: Cristina Pantoja Hidalgo.
mdp.39015062848091_0,mdp.39015062848091,59480,random,"Bell, Diane,",1943-,North Melbourne|Spinifex Press|2005.,2005,2005,,Fiction|College teachers,Novel,Evil : | a novel / | $c: Diane Bell.
mdp.39015062848091_1,mdp.39015062848091,63201,random,"Bell, Diane,",1943-,North Melbourne|Spinifex Press|2005.,2005,2005,,Fiction|College teachers,Novel,Evil : | a novel / | $c: Diane Bell.
uc1.b5177491,uc1.b5177491,23739,random,"Ilham, Abu,",1968-,Calicut|Other Books|2006.,2006,2006,,Poetry|Spiritual life|Indic poetry (English),Poetry,"Mystic mist : | defining the purpose of life, the submission / | $c: Abu Ilham ; with a foreword by Guru Nitya Chaitanya Yati."
mdp.39015066896872_0,mdp.39015066896872,56790,random,"Rankin, Ian.",,London|Orion|2006.,2006,2006,,"Rebus, Inspector (Fictitious character)|Fiction|Scotland|Group of Eight (Organization)|Police|Edinburgh",Fiction|Detective and mystery stories,The naming of the dead / | $c: Ian Rankin.
mdp.39015066896872_1,mdp.39015066896872,57486,random,"Rankin, Ian.",,London|Orion|2006.,2006,2006,,"Rebus, Inspector (Fictitious character)|Fiction|Scotland|Group of Eight (Organization)|Police|Edinburgh",Fiction|Detective and mystery stories,The naming of the dead / | $c: Ian Rankin.
mdp.39015066896872_2,mdp.39015066896872,60389,random,"Rankin, Ian.",,London|Orion|2006.,2006,2006,,"Rebus, Inspector (Fictitious character)|Fiction|Scotland|Group of Eight (Organization)|Police|Edinburgh",Fiction|Detective and mystery stories,The naming of the dead / | $c: Ian Rankin.
mdp.39015066895882_0,mdp.39015066895882,59213,random,,,New York|Akashic Books|2006,2006,2006,,"Noir fiction, American|Fiction",Short stories,Miami noir / | $c: edited by Les Standiford.
mdp.39015066895882_1,mdp.39015066895882,62906,random,,,New York|Akashic Books|2006,2006,2006,,"Noir fiction, American|Fiction",Short stories,Miami noir / | $c: edited by Les Standiford.
mdp.39015066821045_0,mdp.39015066821045,87213,random,"Nagarkar, Kiran.",,"New Delhi|New York, NY|HarperCollins Publishers India, a joint venture with The India Today Group|2006.",2006,2006,,,Fiction,God's little soldier / | $c: Kiran Nagarkar.
mdp.39015066821045_1,mdp.39015066821045,82752,random,"Nagarkar, Kiran.",,"New Delhi|New York, NY|HarperCollins Publishers India, a joint venture with The India Today Group|2006.",2006,2006,,,Fiction,God's little soldier / | $c: Kiran Nagarkar.
mdp.39015066821045_2,mdp.39015066821045,84903,random,"Nagarkar, Kiran.",,"New Delhi|New York, NY|HarperCollins Publishers India, a joint venture with The India Today Group|2006.",2006,2006,,,Fiction,God's little soldier / | $c: Kiran Nagarkar.
mdp.39076002947526_0,mdp.39076002947526,56645,random,"Eramian, Joy.",,Cyprus?|J. Eramian|c2006|(Cyprus|Imprinta Ltd.),2006,2006,,"Turkey|Armenians|History|Cyprus|Eramian, Joy|Fiction|Crimes against|Eramian, Boghos-Berg|Armenia|Genocide|Family|b. mid-18th cent",Fiction,The Agha's children : | a Cypriot Armenian dynasty / | $c: Joy Eramian.
mdp.39076002947526_1,mdp.39076002947526,52418,random,"Eramian, Joy.",,Cyprus?|J. Eramian|c2006|(Cyprus|Imprinta Ltd.),2006,2006,,"Turkey|Armenians|History|Cyprus|Eramian, Joy|Fiction|Crimes against|Eramian, Boghos-Berg|Armenia|Genocide|Family|b. mid-18th cent",Fiction,The Agha's children : | a Cypriot Armenian dynasty / | $c: Joy Eramian.
mdp.39015063246667_0,mdp.39015063246667,48343,random,"Straight, Susan.",,New York|Pantheon Books|c2006.,2006,2006,,Teenage girls|Fiction|Plantation life|Racially mixed people|Women slaves,Novel|Historical fiction,A million nightingales / | $c: Susan Straight.
mdp.39015063246667_1,mdp.39015063246667,49566,random,"Straight, Susan.",,New York|Pantheon Books|c2006.,2006,2006,,Teenage girls|Fiction|Plantation life|Racially mixed people|Women slaves,Novel|Historical fiction,A million nightingales / | $c: Susan Straight.
mdp.39015063246667_2,mdp.39015063246667,45155,random,"Straight, Susan.",,New York|Pantheon Books|c2006.,2006,2006,,Teenage girls|Fiction|Plantation life|Racially mixed people|Women slaves,Novel|Historical fiction,A million nightingales / | $c: Susan Straight.
uc1.32106018814712_0,uc1.32106018814712,52054,random,"Dangarembga, Tsitsi",,"Banbury, Oxfordshire, U.K.|Ayebia Clarke Pub.|2006",2006,2006,,Identity (Psychology)|Fiction|Women|Zimbabwe,Fiction,The book of not : | a novel / | $c: Tsitsi Dangarembga
uc1.32106018814712_1,uc1.32106018814712,51601,random,"Dangarembga, Tsitsi",,"Banbury, Oxfordshire, U.K.|Ayebia Clarke Pub.|2006",2006,2006,,Identity (Psychology)|Fiction|Women|Zimbabwe,Fiction,The book of not : | a novel / | $c: Tsitsi Dangarembga
